region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Joaquim Gomes,2020-11-11,,estimate based on partial data,-0.014,-0.016,0.058,-0.119,-0.037,-0.02,-0.007,0.007,0.073
Palmeira dos Índios,2020-09-28,,estimate,-0.014,-0.015,0.014,-0.04,-0.021,-0.016,-0.012,-0.008,0.005
Palmeira dos Índios,2020-09-27,,estimate,-0.014,-0.015,0.014,-0.039,-0.02,-0.016,-0.012,-0.008,0.005
Palmeira dos Índios,2020-09-29,,estimate,-0.014,-0.015,0.015,-0.041,-0.021,-0.016,-0.012,-0.008,0.005
Palmeira dos Índios,2020-10-10,,estimate,-0.014,-0.015,0.016,-0.045,-0.021,-0.016,-0.011,-0.007,0.006
Joaquim Gomes,2020-11-12,,estimate based on partial data,-0.014,-0.015,0.062,-0.124,-0.038,-0.02,-0.007,0.008,0.076
Joaquim Gomes,2020-11-13,,estimate based on partial data,-0.014,-0.015,0.066,-0.127,-0.039,-0.02,-0.007,0.009,0.082
Palmeira dos Índios,2020-09-26,,estimate,-0.014,-0.014,0.014,-0.038,-0.02,-0.016,-0.012,-0.008,0.006
Coruripe,2020-09-29,,estimate,-0.014,-0.014,0.017,-0.04,-0.021,-0.016,-0.011,-0.006,0.012
Joaquim Gomes,2020-11-14,,estimate based on partial data,-0.014,-0.014,0.07,-0.131,-0.039,-0.02,-0.007,0.011,0.091
Joaquim Gomes,2020-11-15,,estimate based on partial data,-0.014,-0.014,0.075,-0.135,-0.04,-0.02,-0.007,0.01,0.098
Palmeira dos Índios,2020-09-24,,estimate,-0.014,-0.013,0.014,-0.036,-0.02,-0.016,-0.011,-0.007,0.008
Joaquim Gomes,2020-10-12,,estimate,-0.014,-0.013,0.025,-0.05,-0.024,-0.017,-0.011,-0.004,0.027
Joaquim Gomes,2020-11-17,,estimate based on partial data,-0.014,-0.012,0.087,-0.145,-0.041,-0.021,-0.007,0.013,0.11
Joaquim Gomes,2020-11-18,,estimate based on partial data,-0.014,-0.011,0.094,-0.149,-0.042,-0.021,-0.006,0.014,0.118
Joaquim Gomes,2020-11-19,,forecast,-0.014,-0.011,0.094,-0.149,-0.042,-0.021,-0.006,0.014,0.118
Joaquim Gomes,2020-11-20,,forecast,-0.014,-0.011,0.094,-0.149,-0.042,-0.021,-0.006,0.014,0.118
Joaquim Gomes,2020-11-21,,forecast,-0.014,-0.011,0.094,-0.149,-0.042,-0.021,-0.006,0.014,0.118
Joaquim Gomes,2020-11-22,,forecast,-0.014,-0.011,0.094,-0.149,-0.042,-0.021,-0.006,0.014,0.118
Joaquim Gomes,2020-11-23,,forecast,-0.014,-0.011,0.094,-0.149,-0.042,-0.021,-0.006,0.014,0.118
Joaquim Gomes,2020-11-24,,forecast,-0.014,-0.011,0.094,-0.149,-0.042,-0.021,-0.006,0.014,0.118
Joaquim Gomes,2020-11-25,,forecast,-0.014,-0.011,0.094,-0.149,-0.042,-0.021,-0.006,0.014,0.118
Matriz de Camaragibe,2020-10-04,,estimate,-0.013,-0.017,0.03,-0.07,-0.034,-0.02,-0.007,0.002,0.023
Joaquim Gomes,2020-11-08,,estimate,-0.013,-0.016,0.049,-0.102,-0.035,-0.019,-0.008,0.006,0.06
Palmeira dos Índios,2020-10-11,,estimate,-0.013,-0.015,0.015,-0.043,-0.021,-0.016,-0.011,-0.007,0.007
Palmeira dos Índios,2020-10-12,,estimate,-0.013,-0.015,0.015,-0.043,-0.021,-0.015,-0.011,-0.007,0.008
Penedo,2020-09-28,,estimate,-0.013,-0.015,0.023,-0.057,-0.025,-0.016,-0.009,-0.003,0.019
Joaquim Gomes,2020-11-06,,estimate,-0.013,-0.015,0.044,-0.09,-0.033,-0.019,-0.007,0.005,0.053
Joaquim Gomes,2020-11-07,,estimate,-0.013,-0.015,0.046,-0.095,-0.034,-0.019,-0.008,0.005,0.055
Palmeira dos Índios,2020-09-25,,estimate,-0.013,-0.014,0.014,-0.036,-0.02,-0.016,-0.011,-0.007,0.006
Palmeira dos Índios,2020-10-13,,estimate,-0.013,-0.014,0.015,-0.042,-0.02,-0.015,-0.011,-0.006,0.008
Santana do Ipanema,2020-10-13,,estimate,-0.013,-0.014,0.027,-0.059,-0.03,-0.019,-0.007,0.004,0.029
Pilar,2020-10-19,,estimate,-0.013,-0.014,0.028,-0.059,-0.028,-0.019,-0.008,0.002,0.028
Joaquim Gomes,2020-11-05,,estimate,-0.013,-0.014,0.041,-0.084,-0.032,-0.018,-0.007,0.005,0.052
Palmeira dos Índios,2020-10-14,,estimate,-0.013,-0.013,0.015,-0.04,-0.019,-0.015,-0.01,-0.006,0.009
Joaquim Gomes,2020-11-16,,estimate based on partial data,-0.013,-0.013,0.081,-0.141,-0.041,-0.02,-0.007,0.011,0.103
Coruripe,2020-09-30,,estimate,-0.013,-0.012,0.017,-0.038,-0.02,-0.015,-0.01,-0.005,0.015
Joaquim Gomes,2020-10-13,,estimate,-0.013,-0.011,0.025,-0.046,-0.022,-0.016,-0.009,-0.002,0.033
Marechal Deodoro,2020-10-09,,estimate,-0.012,-0.016,0.026,-0.061,-0.031,-0.019,-0.007,0,0.02
Delmiro Gouveia,2020-10-15,,estimate,-0.012,-0.015,0.028,-0.066,-0.027,-0.018,-0.007,0.002,0.026
Palmeira dos Índios,2020-10-15,,estimate,-0.012,-0.013,0.015,-0.039,-0.019,-0.014,-0.01,-0.006,0.01
Joaquim Gomes,2020-11-04,,estimate,-0.012,-0.013,0.039,-0.078,-0.03,-0.018,-0.007,0.004,0.05
Palmeira dos Índios,2020-10-16,,estimate,-0.012,-0.012,0.015,-0.036,-0.018,-0.014,-0.009,-0.005,0.012
Matriz de Camaragibe,2020-10-26,,estimate,-0.012,-0.012,0.032,-0.062,-0.031,-0.019,-0.005,0.007,0.042
Joaquim Gomes,2020-11-03,,estimate,-0.012,-0.012,0.036,-0.071,-0.029,-0.017,-0.007,0.005,0.049
Coruripe,2020-10-01,,estimate,-0.012,-0.011,0.017,-0.036,-0.019,-0.014,-0.009,-0.004,0.017
Arapiraca,2020-10-06,,estimate,-0.012,-0.011,0.022,-0.046,-0.024,-0.016,-0.007,0,0.027
Joaquim Gomes,2020-10-14,,estimate,-0.012,-0.009,0.027,-0.043,-0.021,-0.015,-0.008,0,0.038
Penedo,2020-09-27,,estimate,-0.011,-0.013,0.023,-0.054,-0.022,-0.015,-0.007,-0.002,0.021
Palmeira dos Índios,2020-10-17,,estimate,-0.011,-0.011,0.015,-0.035,-0.018,-0.014,-0.009,-0.005,0.013
Palmeira dos Índios,2020-10-18,,estimate,-0.011,-0.011,0.015,-0.034,-0.017,-0.013,-0.008,-0.004,0.014
Joaquim Gomes,2020-11-02,,estimate,-0.011,-0.011,0.034,-0.066,-0.027,-0.016,-0.006,0.005,0.047
Joaquim Gomes,2020-11-01,,estimate,-0.011,-0.01,0.032,-0.061,-0.026,-0.016,-0.005,0.005,0.047
Coruripe,2020-10-02,,estimate,-0.011,-0.009,0.017,-0.034,-0.018,-0.014,-0.008,-0.003,0.021
Joaquim Gomes,2020-10-15,,estimate,-0.011,-0.007,0.028,-0.041,-0.02,-0.015,-0.007,0.002,0.044
Matriz de Camaragibe,2020-10-03,,estimate,-0.01,-0.015,0.03,-0.067,-0.031,-0.017,-0.005,0.003,0.025
Penedo,2020-09-26,,estimate,-0.01,-0.011,0.023,-0.05,-0.021,-0.014,-0.006,0.001,0.024
Palmeira dos Índios,2020-10-19,,estimate,-0.01,-0.01,0.016,-0.033,-0.017,-0.013,-0.008,-0.003,0.015
Palmeira dos Índios,2020-10-20,,estimate,-0.01,-0.009,0.016,-0.033,-0.017,-0.013,-0.007,-0.002,0.017
Palmeira dos Índios,2020-10-21,,estimate,-0.01,-0.009,0.016,-0.032,-0.017,-0.012,-0.007,-0.001,0.019
Pilar,2020-10-20,,estimate,-0.01,-0.009,0.028,-0.053,-0.025,-0.016,-0.005,0.006,0.036
Matriz de Camaragibe,2020-10-27,,estimate,-0.01,-0.009,0.033,-0.06,-0.03,-0.017,-0.002,0.009,0.046
Coruripe,2020-10-03,,estimate,-0.01,-0.008,0.018,-0.031,-0.017,-0.012,-0.007,-0.001,0.023
Joaquim Gomes,2020-10-31,,estimate,-0.01,-0.008,0.031,-0.055,-0.024,-0.015,-0.005,0.007,0.046
Joaquim Gomes,2020-10-30,,estimate,-0.01,-0.007,0.03,-0.052,-0.023,-0.015,-0.005,0.008,0.047
Joaquim Gomes,2020-10-29,,estimate,-0.01,-0.006,0.029,-0.048,-0.022,-0.014,-0.004,0.008,0.047
Joaquim Gomes,2020-10-16,,estimate,-0.01,-0.005,0.029,-0.039,-0.02,-0.014,-0.006,0.005,0.053
Joaquim Gomes,2020-10-17,,estimate,-0.01,-0.003,0.03,-0.038,-0.019,-0.014,-0.005,0.007,0.059
Marechal Deodoro,2020-10-10,,estimate,-0.009,-0.013,0.025,-0.055,-0.028,-0.016,-0.005,0.002,0.026
Delmiro Gouveia,2020-10-16,,estimate,-0.009,-0.01,0.027,-0.057,-0.024,-0.014,-0.003,0.006,0.031
Palmeira dos Índios,2020-10-22,,estimate,-0.009,-0.008,0.017,-0.032,-0.016,-0.012,-0.006,0,0.021
Palmeira dos Índios,2020-10-23,,estimate,-0.009,-0.007,0.017,-0.032,-0.016,-0.012,-0.006,0.001,0.023
Palmeira dos Índios,2020-10-24,,estimate,-0.009,-0.007,0.018,-0.032,-0.016,-0.012,-0.005,0.001,0.024
Coruripe,2020-10-04,,estimate,-0.009,-0.007,0.018,-0.03,-0.016,-0.012,-0.006,0,0.025
Maceió,2020-10-14,,estimate,-0.009,-0.006,0.031,-0.054,-0.025,-0.015,-0.003,0.01,0.049
Joaquim Gomes,2020-10-28,,estimate,-0.009,-0.004,0.03,-0.047,-0.021,-0.014,-0.003,0.009,0.05
Joaquim Gomes,2020-10-18,,estimate,-0.009,-0.002,0.032,-0.038,-0.019,-0.013,-0.004,0.008,0.061
Penedo,2020-09-25,,estimate,-0.008,-0.008,0.023,-0.045,-0.018,-0.012,-0.004,0.002,0.026
Palmeira dos Índios,2020-10-25,,estimate,-0.008,-0.006,0.018,-0.031,-0.016,-0.011,-0.005,0.002,0.026
Palmeira dos Índios,2020-10-26,,estimate,-0.008,-0.006,0.019,-0.031,-0.016,-0.011,-0.005,0.003,0.028
Matriz de Camaragibe,2020-10-28,,estimate,-0.008,-0.006,0.035,-0.059,-0.028,-0.015,0,0.012,0.053
Palmeira dos Índios,2020-10-27,,estimate,-0.008,-0.005,0.019,-0.03,-0.016,-0.011,-0.004,0.004,0.029
Coruripe,2020-10-05,,estimate,-0.008,-0.005,0.019,-0.029,-0.015,-0.011,-0.005,0.002,0.029
Palmeira dos Índios,2020-10-28,,estimate,-0.008,-0.005,0.02,-0.031,-0.016,-0.011,-0.004,0.004,0.03
Coruripe,2020-10-06,,estimate,-0.008,-0.004,0.019,-0.027,-0.014,-0.011,-0.005,0.003,0.032
Joaquim Gomes,2020-10-27,,estimate,-0.008,-0.003,0.03,-0.044,-0.02,-0.013,-0.003,0.01,0.054
Joaquim Gomes,2020-10-26,,estimate,-0.008,-0.002,0.031,-0.042,-0.02,-0.013,-0.002,0.011,0.059
Palmeira dos Índios,2020-11-09,,estimate based on partial data,-0.008,-0.002,0.035,-0.049,-0.019,-0.012,-0.002,0.01,0.061
Palmeira dos Índios,2020-11-10,,estimate based on partial data,-0.008,-0.002,0.038,-0.051,-0.019,-0.012,-0.002,0.011,0.065
Palmeira dos Índios,2020-11-11,,estimate based on partial data,-0.008,-0.002,0.041,-0.054,-0.02,-0.012,-0.002,0.012,0.067
Palmeira dos Índios,2020-11-12,,estimate based on partial data,-0.008,-0.002,0.043,-0.058,-0.02,-0.013,-0.002,0.012,0.071
