region,date,median,type,strat,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Rio de Janeiro,2020-11-25,3162,reported,,,,,,,,,
Rio de Janeiro,2020-11-25,1977,estimate,,2403,1813,423,1129,1601,2367,3194,5885
Rio de Janeiro,2020-11-26,2029,reported,,,,,,,,,
Rio de Janeiro,2020-11-26,1916,estimate,,2351,1826,393,1090,1552,2320,3110,5781
Rio de Janeiro,2020-11-27,1324,reported,,,,,,,,,
Rio de Janeiro,2020-11-27,2141,estimate,,2637,2002,432,1227,1727,2620,3515,6425
Rio de Janeiro,2020-11-28,5412,reported,,,,,,,,,
Rio de Janeiro,2020-11-28,1657,estimate,,2000,1510,331,940,1368,1983,2654,4891
Rio de Janeiro,2020-11-29,556,reported,,,,,,,,,
Rio de Janeiro,2020-11-29,902,estimate,,1107,832,186,515,735,1089,1478,2682
Rio de Janeiro,2020-11-30,1038,reported,,,,,,,,,
Rio de Janeiro,2020-11-30,892,estimate,,1115,864,199,522,723,1091,1455,2727
Rio de Janeiro,2020-12-01,3628,reported,,,,,,,,,
Rio de Janeiro,2020-12-01,2142,estimate,,2651,2044,458,1222,1764,2581,3495,6574
Rio de Janeiro,2020-12-02,3415,reported,,,,,,,,,
Rio de Janeiro,2020-12-02,2192,estimate,,2698,2079,465,1273,1784,2684,3544,6513
Rio de Janeiro,2020-12-03,3788,reported,,,,,,,,,
Rio de Janeiro,2020-12-03,2196,estimate,,2670,2022,440,1219,1789,2651,3552,6503
Rio de Janeiro,2020-12-04,2456,reported,,,,,,,,,
Rio de Janeiro,2020-12-04,2439,estimate,,2889,2103,477,1375,2006,2934,3858,6737
Rio de Janeiro,2020-12-05,2626,reported,,,,,,,,,
Rio de Janeiro,2020-12-05,1868,estimate,,2312,1784,387,1074,1513,2251,3058,5845
Rio de Janeiro,2020-12-06,808,reported,,,,,,,,,
Rio de Janeiro,2020-12-06,993,estimate,,1230,982,207,545,799,1207,1631,3104
Rio de Janeiro,2020-12-07,301,reported,,,,,,,,,
Rio de Janeiro,2020-12-07,996,estimate,,1247,996,202,577,808,1214,1625,3134
Rio de Janeiro,2020-12-08,3377,reported,,,,,,,,,
Rio de Janeiro,2020-12-08,2360,estimate,,2894,2148,506,1363,1965,2840,3868,7068
Rio de Janeiro,2020-12-09,3331,reported,,,,,,,,,
Rio de Janeiro,2020-12-09,2442,estimate,,3030,2324,522,1398,1996,2977,4050,7524
Rio de Janeiro,2020-12-10,3560,reported,,,,,,,,,
Rio de Janeiro,2020-12-10,2351,estimate,,2888,2239,462,1327,1918,2835,3832,7010
Rio de Janeiro,2020-12-11,3298,reported,,,,,,,,,
Rio de Janeiro,2020-12-11,2696,estimate,,3338,2597,527,1519,2184,3270,4443,8571
Rio de Janeiro,2020-12-12,3489,reported,,,,,,,,,
Rio de Janeiro,2020-12-12,2051,estimate,,2531,1972,389,1146,1677,2502,3384,6262
Rio de Janeiro,2020-12-13,694,reported,,,,,,,,,
Rio de Janeiro,2020-12-13,1112,estimate,,1373,1093,225,620,907,1322,1812,3452
Rio de Janeiro,2020-12-14,768,reported,,,,,,,,,
Rio de Janeiro,2020-12-14,1088,estimate,,1376,1088,227,611,883,1330,1852,3437
Rio de Janeiro,2020-12-15,1457,reported,,,,,,,,,
Rio de Janeiro,2020-12-15,2579,estimate,,3215,2505,519,1467,2088,3158,4248,7903
Rio de Janeiro,2020-12-16,4036,reported,,,,,,,,,
Rio de Janeiro,2020-12-16,2648,estimate,,3327,2642,516,1477,2163,3216,4370,8468
Rio de Janeiro,2020-12-17,3493,reported,,,,,,,,,
Rio de Janeiro,2020-12-17,2515,estimate,,3192,2517,508,1439,2051,3104,4288,8202
Rio de Janeiro,2020-12-18,3601,reported,,,,,,,,,
Rio de Janeiro,2020-12-18,2880,estimate,,3638,2911,575,1565,2271,3580,4911,9212
Rio de Janeiro,2020-12-19,2214,forecast,,2820,2331,457,1264,1809,2697,3746,7071
Rio de Janeiro,2020-12-20,1186,forecast,,1540,1334,239,662,968,1467,2022,3935
Rio de Janeiro,2020-12-21,1176,forecast,,1561,1503,227,637,945,1444,2022,4182
Rio de Janeiro,2020-12-22,2770,forecast,,3666,3188,516,1523,2245,3447,4796,9788
Rio de Janeiro,2020-12-23,2832,forecast,,3855,3613,526,1507,2228,3552,4956,10389
Rio de Janeiro,2020-12-24,2744,forecast,,3743,3627,543,1538,2244,3374,4754,9795
Rio de Janeiro,2020-12-25,3038,forecast,,4327,7337,558,1611,2445,3825,5438,11554
Rio de Janeiro,2020-12-26,2366,forecast,,3326,3678,418,1242,1890,2972,4232,9038
Rio de Janeiro,2020-12-27,1231,forecast,,1782,2113,232,649,969,1570,2275,4864
Rio de Janeiro,2020-12-28,1247,forecast,,1900,4027,230,676,994,1581,2280,5364
Rio de Janeiro,2020-12-29,3033,forecast,,4960,34078,528,1570,2393,3786,5316,12703
Rio de Janeiro,2020-12-30,3082,forecast,,5127,31298,514,1574,2385,3875,5695,13198
Rio de Janeiro,2020-12-31,2942,forecast,,7103,170706,475,1549,2299,3736,5468,12826
Rio de Janeiro,2021-01-01,3360,forecast,,6740,88838,508,1709,2622,4226,6266,15380
Rondônia,2020-09-25,251,reported,,,,,,,,,
Rondônia,2020-09-25,181,estimate,,194,86,77,131,162,203,242,352
Rondônia,2020-09-26,191,reported,,,,,,,,,
Rondônia,2020-09-26,201,estimate,,217,101,88,146,179,225,271,403
Rondônia,2020-09-27,285,reported,,,,,,,,,
Rondônia,2020-09-27,163,estimate,,177,80,72,119,146,182,220,326
Rondônia,2020-09-28,178,reported,,,,,,,,,
Rondônia,2020-09-28,157,estimate,,169,78,65,113,138,176,213,310
Rondônia,2020-09-29,287,reported,,,,,,,,,
Rondônia,2020-09-29,198,estimate,,215,99,85,145,178,223,266,399
Rondônia,2020-09-30,238,reported,,,,,,,,,
Rondônia,2020-09-30,209,estimate,,226,105,89,152,185,234,281,419
Rondônia,2020-10-01,350,reported,,,,,,,,,
Rondônia,2020-10-01,215,estimate,,234,111,92,155,191,241,291,436
Rondônia,2020-10-02,212,reported,,,,,,,,,
Rondônia,2020-10-02,188,estimate,,203,93,83,138,167,209,251,378
Rondônia,2020-10-03,103,reported,,,,,,,,,
Rondônia,2020-10-03,207,estimate,,220,99,87,149,183,230,274,400
Rondônia,2020-10-04,47,reported,,,,,,,,,
Rondônia,2020-10-04,162,estimate,,174,77,68,119,144,182,218,317
Rondônia,2020-10-05,160,reported,,,,,,,,,
Rondônia,2020-10-05,152,estimate,,165,76,66,110,135,170,206,305
Rondônia,2020-10-06,231,reported,,,,,,,,,
Rondônia,2020-10-06,190,estimate,,204,93,81,140,169,212,255,371
Rondônia,2020-10-07,167,reported,,,,,,,,,
Rondônia,2020-10-07,202,estimate,,216,96,86,148,180,226,268,396
Rondônia,2020-10-08,142,reported,,,,,,,,,
Rondônia,2020-10-08,208,estimate,,223,100,91,152,186,231,276,405
Rondônia,2020-10-09,156,reported,,,,,,,,,
Rondônia,2020-10-09,180,estimate,,194,88,77,130,161,200,241,354
Rondônia,2020-10-10,333,reported,,,,,,,,,
Rondônia,2020-10-10,195,estimate,,209,94,83,141,173,219,261,390
Rondônia,2020-10-11,128,reported,,,,,,,,,
Rondônia,2020-10-11,154,estimate,,165,75,65,112,138,171,205,301
Rondônia,2020-10-12,33,reported,,,,,,,,,
Rondônia,2020-10-12,148,estimate,,158,70,64,108,133,165,198,290
Rondônia,2020-10-13,153,reported,,,,,,,,,
Rondônia,2020-10-13,185,estimate,,198,88,81,135,165,207,246,360
Rondônia,2020-10-14,267,reported,,,,,,,,,
Rondônia,2020-10-14,193,estimate,,209,92,84,143,174,217,260,382
Rondônia,2020-10-15,219,reported,,,,,,,,,
Rondônia,2020-10-15,201,estimate,,216,96,88,147,179,223,269,389
Rondônia,2020-10-16,211,reported,,,,,,,,,
Rondônia,2020-10-16,181,estimate,,192,86,77,130,158,203,242,348
Rondônia,2020-10-17,84,reported,,,,,,,,,
Rondônia,2020-10-17,190,estimate,,205,91,83,139,169,214,255,376
Rondônia,2020-10-18,0,reported,,,,,,,,,
Rondônia,2020-10-18,153,estimate,,164,74,66,110,135,171,204,299
Rondônia,2020-10-19,306,reported,,,,,,,,,
Rondônia,2020-10-19,147,estimate,,158,71,64,107,131,164,195,291
Rondônia,2020-10-20,119,reported,,,,,,,,,
Rondônia,2020-10-20,185,estimate,,198,90,79,133,164,207,244,364
Rondônia,2020-10-21,199,reported,,,,,,,,,
Rondônia,2020-10-21,198,estimate,,211,91,89,145,177,221,264,377
Rondônia,2020-10-22,275,reported,,,,,,,,,
Rondônia,2020-10-22,204,estimate,,221,99,88,150,184,230,275,408
Rondônia,2020-10-23,235,reported,,,,,,,,,
Rondônia,2020-10-23,182,estimate,,196,87,79,133,163,204,245,358
Rondônia,2020-10-24,309,reported,,,,,,,,,
Rondônia,2020-10-24,194,estimate,,208,91,86,142,173,216,258,377
Rondônia,2020-10-25,111,reported,,,,,,,,,
Rondônia,2020-10-25,156,estimate,,168,74,69,115,140,175,208,305
Rondônia,2020-10-26,139,reported,,,,,,,,,
Rondônia,2020-10-26,150,estimate,,163,73,65,110,135,169,203,302
Rondônia,2020-10-27,287,reported,,,,,,,,,
Rondônia,2020-10-27,195,estimate,,210,95,84,142,174,217,259,389
Rondônia,2020-10-28,234,reported,,,,,,,,,
Rondônia,2020-10-28,203,estimate,,218,96,91,148,181,227,268,401
Rondônia,2020-10-29,230,reported,,,,,,,,,
Rondônia,2020-10-29,219,estimate,,235,104,95,161,195,245,291,425
Rondônia,2020-10-30,145,reported,,,,,,,,,
Rondônia,2020-10-30,193,estimate,,207,91,85,141,173,215,256,372
Rondônia,2020-10-31,170,reported,,,,,,,,,
Rondônia,2020-10-31,212,estimate,,228,102,94,156,191,237,284,416
Rondônia,2020-11-01,223,reported,,,,,,,,,
Rondônia,2020-11-01,171,estimate,,183,82,74,124,152,191,227,335
Rondônia,2020-11-02,64,reported,,,,,,,,,
Rondônia,2020-11-02,165,estimate,,180,83,72,121,148,185,225,336
Rondônia,2020-11-03,96,reported,,,,,,,,,
Rondônia,2020-11-03,212,estimate,,228,100,95,156,188,238,285,412
Rondônia,2020-11-04,246,reported,,,,,,,,,
Rondônia,2020-11-04,233,estimate,,251,111,103,172,208,262,312,461
Rondônia,2020-11-05,335,reported,,,,,,,,,
Rondônia,2020-11-05,244,estimate,,262,115,108,180,218,273,324,475
Rondônia,2020-11-06,197,reported,,,,,,,,,
Rondônia,2020-11-06,215,estimate,,231,105,94,156,191,241,286,419
Rondônia,2020-11-07,213,reported,,,,,,,,,
Rondônia,2020-11-07,240,estimate,,259,116,104,175,215,268,323,470
Rondônia,2020-11-08,271,reported,,,,,,,,,
Rondônia,2020-11-08,196,estimate,,210,94,85,143,173,220,262,388
Rondônia,2020-11-09,179,reported,,,,,,,,,
Rondônia,2020-11-09,191,estimate,,205,91,84,140,171,213,254,375
Rondônia,2020-11-10,198,reported,,,,,,,,,
Rondônia,2020-11-10,250,estimate,,268,119,106,184,223,281,334,483
Rondônia,2020-11-11,302,reported,,,,,,,,,
Rondônia,2020-11-11,267,estimate,,286,126,116,196,240,300,356,515
Rondônia,2020-11-12,258,reported,,,,,,,,,
Rondônia,2020-11-12,285,estimate,,307,137,124,209,254,318,381,556
Rondônia,2020-11-13,350,reported,,,,,,,,,
Rondônia,2020-11-13,256,estimate,,276,122,111,188,231,289,341,501
Rondônia,2020-11-14,383,reported,,,,,,,,,
Rondônia,2020-11-14,289,estimate,,307,135,124,207,256,322,388,555
Rondônia,2020-11-15,201,reported,,,,,,,,,
Rondônia,2020-11-15,233,estimate,,250,111,102,171,209,260,311,453
Rondônia,2020-11-16,286,reported,,,,,,,,,
Rondônia,2020-11-16,231,estimate,,247,109,100,168,206,260,306,450
Rondônia,2020-11-17,184,reported,,,,,,,,,
Rondônia,2020-11-17,293,estimate,,316,141,128,217,265,327,393,572
Rondônia,2020-11-18,367,reported,,,,,,,,,
Rondônia,2020-11-18,322,estimate,,342,150,142,234,286,357,425,624
Rondônia,2020-11-19,358,reported,,,,,,,,,
Rondônia,2020-11-19,343,estimate,,367,163,149,250,306,383,457,668
Rondônia,2020-11-20,352,reported,,,,,,,,,
Rondônia,2020-11-20,309,estimate,,328,143,134,226,275,344,409,585
Rondônia,2020-11-21,335,reported,,,,,,,,,
Rondônia,2020-11-21,343,estimate,,368,165,147,249,305,385,457,668
Rondônia,2020-11-22,284,reported,,,,,,,,,
Rondônia,2020-11-22,275,estimate,,296,131,120,201,245,311,371,545
Rondônia,2020-11-23,267,reported,,,,,,,,,
Rondônia,2020-11-23,273,estimate,,294,129,121,204,243,306,367,532
Rondônia,2020-11-24,574,reported,,,,,,,,,
Rondônia,2020-11-24,358,estimate,,382,171,156,256,316,401,477,703
Rondônia,2020-11-25,281,reported,,,,,,,,,
Rondônia,2020-11-25,375,estimate,,404,180,167,276,336,418,506,734
Rondônia,2020-11-26,318,reported,,,,,,,,,
Rondônia,2020-11-26,407,estimate,,436,191,177,299,365,455,543,784
Rondônia,2020-11-27,0,reported,,,,,,,,,
Rondônia,2020-11-27,364,estimate,,389,175,157,262,321,405,482,713
Rondônia,2020-11-28,977,reported,,,,,,,,,
Rondônia,2020-11-28,398,estimate,,429,193,180,295,356,444,525,797
Rondônia,2020-11-29,290,reported,,,,,,,,,
Rondônia,2020-11-29,323,estimate,,345,151,140,238,288,363,430,626
Rondônia,2020-11-30,483,reported,,,,,,,,,
Rondônia,2020-11-30,314,estimate,,336,150,137,226,278,351,419,607
Rondônia,2020-12-01,264,reported,,,,,,,,,
Rondônia,2020-12-01,402,estimate,,434,192,182,296,360,450,536,790
Rondônia,2020-12-02,520,reported,,,,,,,,,
Rondônia,2020-12-02,430,estimate,,462,205,190,315,384,488,579,830
Rondônia,2020-12-03,411,reported,,,,,,,,,
Rondônia,2020-12-03,462,estimate,,492,215,198,333,412,513,616,892
Rondônia,2020-12-04,331,reported,,,,,,,,,
Rondônia,2020-12-04,403,estimate,,435,194,179,297,361,454,540,796
Rondônia,2020-12-05,344,reported,,,,,,,,,
Rondônia,2020-12-05,444,estimate,,475,205,195,330,395,497,592,852
Rondônia,2020-12-06,501,reported,,,,,,,,,
Rondônia,2020-12-06,355,estimate,,385,177,150,259,315,397,481,717
Rondônia,2020-12-07,483,reported,,,,,,,,,
Rondônia,2020-12-07,344,estimate,,371,164,157,258,310,389,460,674
Rondônia,2020-12-08,567,reported,,,,,,,,,
Rondônia,2020-12-08,446,estimate,,474,209,197,322,395,495,589,867
Rondônia,2020-12-09,446,reported,,,,,,,,,
Rondônia,2020-12-09,466,estimate,,505,225,206,341,415,522,633,926
Rondônia,2020-12-10,514,reported,,,,,,,,,
Rondônia,2020-12-10,496,estimate,,536,244,206,363,442,554,669,993
Rondônia,2020-12-11,334,reported,,,,,,,,,
Rondônia,2020-12-11,438,estimate,,471,213,194,322,390,490,582,857
Rondônia,2020-12-12,157,reported,,,,,,,,,
Rondônia,2020-12-12,478,estimate,,516,233,212,350,426,534,637,953
Rondônia,2020-12-13,444,reported,,,,,,,,,
Rondônia,2020-12-13,384,estimate,,415,190,165,280,341,428,518,762
Rondônia,2020-12-14,264,reported,,,,,,,,,
Rondônia,2020-12-14,372,estimate,,399,178,166,271,329,412,495,727
Rondônia,2020-12-15,791,reported,,,,,,,,,
Rondônia,2020-12-15,467,estimate,,504,230,203,339,417,523,631,937
Rondônia,2020-12-16,488,reported,,,,,,,,,
Rondônia,2020-12-16,498,estimate,,538,245,217,362,443,558,671,988
Rondônia,2020-12-17,466,reported,,,,,,,,,
Rondônia,2020-12-17,526,estimate,,567,259,232,378,464,584,707,1062
Rondônia,2020-12-18,547,reported,,,,,,,,,
Rondônia,2020-12-18,469,estimate,,508,243,199,335,416,526,634,946
Rondônia,2020-12-19,510,forecast,,557,277,218,363,449,572,693,1053
Rondônia,2020-12-20,408,forecast,,450,223,167,291,363,461,565,860
Rondônia,2020-12-21,381,forecast,,424,214,154,268,339,438,534,816
Rondônia,2020-12-22,494,forecast,,550,289,199,347,433,561,694,1073
Rondônia,2020-12-23,526,forecast,,590,321,213,365,460,594,738,1197
Rondônia,2020-12-24,560,forecast,,629,351,218,379,483,644,799,1257
Rondônia,2020-12-25,483,forecast,,556,340,183,331,421,556,686,1171
Rondônia,2020-12-26,527,forecast,,620,425,198,361,462,607,763,1331
Rondônia,2020-12-27,418,forecast,,498,364,153,282,364,479,616,1052
Rondônia,2020-12-28,411,forecast,,492,423,140,271,351,476,608,1072
Rondônia,2020-12-29,524,forecast,,632,549,179,343,447,606,770,1379
Rondônia,2020-12-30,552,forecast,,682,697,175,356,464,644,823,1515
Rondônia,2020-12-31,570,forecast,,728,753,193,376,488,674,875,1685
Rondônia,2021-01-01,509,forecast,,670,979,152,321,434,602,792,1519
Roraima,2020-09-25,207,reported,,,,,,,,,
Roraima,2020-09-25,220,estimate,,246,138,77,146,191,249,313,512
Roraima,2020-09-26,230,reported,,,,,,,,,
Roraima,2020-09-26,154,estimate,,171,95,52,103,133,177,219,348
Roraima,2020-09-27,57,reported,,,,,,,,,
Roraima,2020-09-27,70,estimate,,79,45,24,47,61,81,101,167
Roraima,2020-09-28,217,reported,,,,,,,,,
Roraima,2020-09-28,129,estimate,,145,82,42,85,110,149,189,302
Roraima,2020-09-29,264,reported,,,,,,,,,
Roraima,2020-09-29,194,estimate,,217,121,65,130,168,222,280,447
Roraima,2020-09-30,232,reported,,,,,,,,,
Roraima,2020-09-30,296,estimate,,332,188,99,198,256,344,422,686
Roraima,2020-10-01,332,reported,,,,,,,,,
Roraima,2020-10-01,258,estimate,,290,169,85,171,224,295,369,604
Roraima,2020-10-02,285,reported,,,,,,,,,
Roraima,2020-10-02,261,estimate,,296,165,93,180,228,305,374,611
Roraima,2020-10-03,70,reported,,,,,,,,,
Roraima,2020-10-03,174,estimate,,193,109,58,117,151,198,246,402
Roraima,2020-10-04,0,reported,,,,,,,,,
Roraima,2020-10-04,78,estimate,,88,50,26,53,68,90,114,180
Roraima,2020-10-05,82,reported,,,,,,,,,
Roraima,2020-10-05,138,estimate,,155,86,45,93,120,158,199,315
Roraima,2020-10-06,185,reported,,,,,,,,,
Roraima,2020-10-06,209,estimate,,232,129,69,139,181,239,299,476
Roraima,2020-10-07,244,reported,,,,,,,,,
Roraima,2020-10-07,303,estimate,,339,188,108,205,261,349,432,701
Roraima,2020-10-08,252,reported,,,,,,,,,
Roraima,2020-10-08,265,estimate,,295,162,92,182,232,303,375,597
Roraima,2020-10-09,309,reported,,,,,,,,,
Roraima,2020-10-09,268,estimate,,297,164,87,180,234,308,384,606
Roraima,2020-10-10,197,reported,,,,,,,,,
Roraima,2020-10-10,176,estimate,,197,112,57,117,154,202,253,406
Roraima,2020-10-11,22,reported,,,,,,,,,
Roraima,2020-10-11,79,estimate,,88,50,26,52,68,89,113,183
Roraima,2020-10-12,42,reported,,,,,,,,,
Roraima,2020-10-12,140,estimate,,157,87,48,95,122,161,203,321
Roraima,2020-10-13,147,reported,,,,,,,,,
Roraima,2020-10-13,202,estimate,,228,124,70,137,175,237,297,454
Roraima,2020-10-14,505,reported,,,,,,,,,
Roraima,2020-10-14,307,estimate,,342,186,105,205,269,352,440,698
Roraima,2020-10-15,373,reported,,,,,,,,,
Roraima,2020-10-15,270,estimate,,301,166,94,184,235,305,380,624
Roraima,2020-10-16,293,reported,,,,,,,,,
Roraima,2020-10-16,271,estimate,,302,166,94,182,234,311,386,618
Roraima,2020-10-17,162,reported,,,,,,,,,
Roraima,2020-10-17,177,estimate,,198,109,64,119,154,206,255,397
Roraima,2020-10-18,45,reported,,,,,,,,,
Roraima,2020-10-18,80,estimate,,89,50,26,52,68,92,115,186
Roraima,2020-10-19,233,reported,,,,,,,,,
Roraima,2020-10-19,142,estimate,,157,87,48,94,122,164,203,324
Roraima,2020-10-20,217,reported,,,,,,,,,
Roraima,2020-10-20,205,estimate,,226,125,67,135,176,234,288,463
Roraima,2020-10-21,229,reported,,,,,,,,,
Roraima,2020-10-21,301,estimate,,335,184,108,204,259,343,427,696
Roraima,2020-10-22,364,reported,,,,,,,,,
Roraima,2020-10-22,264,estimate,,295,160,93,182,231,305,374,596
Roraima,2020-10-23,344,reported,,,,,,,,,
Roraima,2020-10-23,266,estimate,,295,162,89,178,231,304,381,593
Roraima,2020-10-24,249,reported,,,,,,,,,
Roraima,2020-10-24,179,estimate,,199,110,59,118,155,208,254,397
Roraima,2020-10-25,89,reported,,,,,,,,,
Roraima,2020-10-25,77,estimate,,86,48,27,52,67,89,111,176
Roraima,2020-10-26,231,reported,,,,,,,,,
Roraima,2020-10-26,141,estimate,,155,85,49,94,122,159,198,320
Roraima,2020-10-27,287,reported,,,,,,,,,
Roraima,2020-10-27,206,estimate,,226,122,67,136,175,235,291,459
Roraima,2020-10-28,264,reported,,,,,,,,,
Roraima,2020-10-28,296,estimate,,329,180,104,200,258,341,418,661
Roraima,2020-10-29,269,reported,,,,,,,,,
Roraima,2020-10-29,256,estimate,,288,159,91,174,223,293,371,594
Roraima,2020-10-30,282,reported,,,,,,,,,
Roraima,2020-10-30,263,estimate,,291,160,90,175,225,299,372,598
Roraima,2020-10-31,123,reported,,,,,,,,,
Roraima,2020-10-31,177,estimate,,197,110,59,120,154,202,251,407
Roraima,2020-11-01,81,reported,,,,,,,,,
Roraima,2020-11-01,77,estimate,,86,49,25,51,66,89,112,178
Roraima,2020-11-02,136,reported,,,,,,,,,
Roraima,2020-11-02,137,estimate,,153,86,44,92,119,156,196,320
Roraima,2020-11-03,165,reported,,,,,,,,,
Roraima,2020-11-03,200,estimate,,226,130,68,135,172,231,289,471
Roraima,2020-11-04,515,reported,,,,,,,,,
Roraima,2020-11-04,291,estimate,,324,177,99,197,253,335,416,669
Roraima,2020-11-05,380,reported,,,,,,,,,
Roraima,2020-11-05,258,estimate,,285,153,91,175,225,295,362,571
Roraima,2020-11-06,381,reported,,,,,,,,,
Roraima,2020-11-06,258,estimate,,288,158,91,173,224,296,369,585
Roraima,2020-11-07,124,reported,,,,,,,,,
Roraima,2020-11-07,172,estimate,,192,107,57,115,150,200,247,394
Roraima,2020-11-08,6,reported,,,,,,,,,
Roraima,2020-11-08,75,estimate,,84,47,24,50,65,86,109,171
Roraima,2020-11-09,78,reported,,,,,,,,,
Roraima,2020-11-09,135,estimate,,150,83,46,91,117,154,191,306
Roraima,2020-11-10,313,reported,,,,,,,,,
Roraima,2020-11-10,197,estimate,,219,119,69,134,173,225,280,444
Roraima,2020-11-11,360,reported,,,,,,,,,
Roraima,2020-11-11,292,estimate,,328,182,101,198,253,336,425,671
Roraima,2020-11-12,210,reported,,,,,,,,,
Roraima,2020-11-12,255,estimate,,284,154,93,171,222,292,364,576
Roraima,2020-11-13,260,reported,,,,,,,,,
Roraima,2020-11-13,258,estimate,,287,157,90,174,223,297,370,583
Roraima,2020-11-14,119,reported,,,,,,,,,
Roraima,2020-11-14,170,estimate,,186,101,56,112,145,194,240,374
Roraima,2020-11-15,44,reported,,,,,,,,,
Roraima,2020-11-15,75,estimate,,83,47,24,48,64,86,107,169
Roraima,2020-11-16,211,reported,,,,,,,,,
Roraima,2020-11-16,135,estimate,,150,84,45,90,116,154,193,308
Roraima,2020-11-17,211,reported,,,,,,,,,
Roraima,2020-11-17,196,estimate,,218,121,63,132,169,226,279,440
Roraima,2020-11-18,244,reported,,,,,,,,,
Roraima,2020-11-18,289,estimate,,321,176,99,191,253,332,407,664
Roraima,2020-11-19,308,reported,,,,,,,,,
Roraima,2020-11-19,252,estimate,,282,158,88,170,219,288,359,579
Roraima,2020-11-20,191,reported,,,,,,,,,
Roraima,2020-11-20,256,estimate,,282,154,87,170,221,293,360,572
Roraima,2020-11-21,94,reported,,,,,,,,,
Roraima,2020-11-21,170,estimate,,189,104,58,116,149,194,240,382
Roraima,2020-11-22,177,reported,,,,,,,,,
Roraima,2020-11-22,75,estimate,,84,47,25,50,64,86,107,173
Roraima,2020-11-23,124,reported,,,,,,,,,
Roraima,2020-11-23,135,estimate,,148,81,46,89,117,153,191,297
Roraima,2020-11-24,275,reported,,,,,,,,,
Roraima,2020-11-24,196,estimate,,220,124,67,130,169,224,283,461
Roraima,2020-11-25,189,reported,,,,,,,,,
Roraima,2020-11-25,284,estimate,,316,174,98,189,246,328,408,644
Roraima,2020-11-26,154,reported,,,,,,,,,
Roraima,2020-11-26,253,estimate,,279,151,87,171,219,290,355,570
Roraima,2020-11-27,59,reported,,,,,,,,,
Roraima,2020-11-27,255,estimate,,285,155,90,174,222,292,364,587
Roraima,2020-11-28,418,reported,,,,,,,,,
Roraima,2020-11-28,168,estimate,,186,99,57,112,146,193,239,375
Roraima,2020-11-29,88,reported,,,,,,,,,
Roraima,2020-11-29,75,estimate,,84,47,25,50,64,87,109,171
Roraima,2020-11-30,250,reported,,,,,,,,,
Roraima,2020-11-30,134,estimate,,148,79,45,90,115,154,191,297
Roraima,2020-12-01,327,reported,,,,,,,,,
Roraima,2020-12-01,190,estimate,,213,120,64,127,164,218,275,437
Roraima,2020-12-02,275,reported,,,,,,,,,
Roraima,2020-12-02,284,estimate,,317,175,98,191,247,327,404,651
Roraima,2020-12-03,143,reported,,,,,,,,,
Roraima,2020-12-03,251,estimate,,280,154,87,168,215,290,359,566
Roraima,2020-12-04,368,reported,,,,,,,,,
Roraima,2020-12-04,250,estimate,,280,155,86,167,217,288,361,570
Roraima,2020-12-05,220,reported,,,,,,,,,
Roraima,2020-12-05,164,estimate,,184,104,56,110,142,190,235,376
Roraima,2020-12-06,110,reported,,,,,,,,,
Roraima,2020-12-06,75,estimate,,82,45,23,50,65,85,105,168
Roraima,2020-12-07,69,reported,,,,,,,,,
Roraima,2020-12-07,130,estimate,,145,79,45,88,112,151,188,293
Roraima,2020-12-08,134,reported,,,,,,,,,
Roraima,2020-12-08,190,estimate,,215,121,65,127,164,219,278,441
Roraima,2020-12-09,377,reported,,,,,,,,,
Roraima,2020-12-09,280,estimate,,313,173,97,187,242,322,404,639
Roraima,2020-12-10,379,reported,,,,,,,,,
Roraima,2020-12-10,245,estimate,,273,149,84,166,214,281,355,561
Roraima,2020-12-11,247,reported,,,,,,,,,
Roraima,2020-12-11,243,estimate,,269,148,83,163,210,279,345,545
Roraima,2020-12-12,186,reported,,,,,,,,,
Roraima,2020-12-12,159,estimate,,179,101,55,108,139,183,229,369
Roraima,2020-12-13,47,reported,,,,,,,,,
Roraima,2020-12-13,70,estimate,,79,46,23,47,61,80,101,166
Roraima,2020-12-14,61,reported,,,,,,,,,
Roraima,2020-12-14,124,estimate,,140,80,40,82,108,144,182,293
Roraima,2020-12-15,59,reported,,,,,,,,,
Roraima,2020-12-15,184,estimate,,205,116,61,120,157,214,266,422
Roraima,2020-12-16,403,reported,,,,,,,,,
Roraima,2020-12-16,271,estimate,,307,175,93,182,231,314,391,643
Roraima,2020-12-17,0,reported,,,,,,,,,
Roraima,2020-12-17,239,estimate,,265,150,79,155,204,275,340,552
Roraima,2020-12-18,382,reported,,,,,,,,,
Roraima,2020-12-18,238,estimate,,265,150,81,157,205,272,336,544
Roraima,2020-12-19,157,forecast,,177,104,51,102,135,181,226,377
Roraima,2020-12-20,68,forecast,,78,47,21,44,59,79,99,165
Roraima,2020-12-21,120,forecast,,137,84,38,78,103,139,177,289
Roraima,2020-12-22,180,forecast,,205,123,57,119,154,207,264,440
Roraima,2020-12-23,260,forecast,,299,193,85,170,221,302,380,630
Roraima,2020-12-24,225,forecast,,259,160,75,149,194,259,332,556
Roraima,2020-12-25,234,forecast,,267,166,75,150,198,270,346,559
Roraima,2020-12-26,152,forecast,,176,115,46,98,130,177,221,386
Roraima,2020-12-27,66,forecast,,77,50,19,42,56,77,99,172
